Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
51084-1	SUM185PE	TNBC	Luminal	10270-101-1	Oxamflatin			HDAC	HDAC	12269.147	uM	0.31755	1.2705	-0.98705	-1	0.79236	0.62829	0.98944	0.8519
51084-1	SUM185PE	TNBC	Luminal	10271-101-2	PD 98059			MEK	MAPK	12269.152	uM	Inf	Inf	0.10189	0.10189	0	0.14022	0.28099	0.8791
51084-1	SUM185PE	TNBC	Luminal	10048-101-7	PD184352			MEK	MAPK	12269.155	uM	Inf	Inf	0.44239	0.44239	0	0.35705	0.20006	0.7969
51084-1	SUM185PE	TNBC	Luminal	10048-101-7	PD184352			MEK	MAPK	12269.155	uM	Inf	Inf	0.44239	0.44239	0	0.35705	0.20006	0.7969
51084-1	SUM185PE	TNBC	Luminal	10345-111-3	Torkinib					15332.211	uM	1.1231	1.4335	-0.18393	-0.18597	1.2957	0.33808	0.9687	0.8413
51084-1	SUM185PE	TNBC	Luminal	10514-102-1	PS-1145			IKK	NFKB	7532.065	uM	Inf	281.131	0.57649	0.43935	0.67099	0.090516	0.78226	0.6453
51084-1	SUM185PE	TNBC	Luminal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	7532.095	uM	Inf	Inf	1.05	1.05	0	-0.044487	-2.0993	0.7413
51084-1	SUM185PE	TNBC	Luminal	10273-101-1	Purvalanol A			CDK1	CDK	7532.067	uM	17.7006	19.6073	-0.058825	-0.090051	1.6188	0.20698	0.97952	0.9744
51084-1	SUM185PE	TNBC	Luminal	10052-101-3	Sirolimus			MTOR	MTOR	7532.069	uM	0.06179	2.9062	-0.8248	-1	0.28529	0.56829	0.75426	0.8631
51084-1	SUM185PE	TNBC	Luminal	10516-999-1	Ribavirin					15332.211	uM	Inf	Inf	1.05	1.05	0	0.025885	-2.7661e-08	0.8413
51084-1	SUM185PE	TNBC	Luminal	10274-101-1	SB-3CT			MMP2/9	MMP	12269.144	uM	14.8221	212.9903	0.1579	-1	0.41222	0.23998	0.57527	1.0241
51084-1	SUM185PE	TNBC	Luminal	10056-101-2	Selumetinib			MEK	MAPK	12269.155	uM	Inf	Inf	1.0402	1.0402	0	-0.049388	-252.506	0.7969
51084-1	SUM185PE	TNBC	Luminal	10035-109-2	Sigma A6730			AKT	AKT	12269.165	uM	0.53724	1.5837	-0.99815	-1	1.0162	0.56973	0.97732	0.6001
51084-1	SUM185PE	TNBC	Luminal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	7532.084	uM	1.8129	4.4661	-0.809	-0.47649	0.74244	0.62193	0.77544	0.777
51084-1	SUM185PE	TNBC	Luminal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	7532.067	uM	0.94581	3.0777	-0.9914	-1	0.9311	0.70098	0.97501	0.9744
51084-1	SUM185PE	TNBC	Luminal	10276-101-1	TCS 2312			CHK1	CHK	12269.152	uM	0.1291	0.32611	-0.77742	-0.72922	0.97073	0.58554	0.98253	0.8791
51084-1	SUM185PE	TNBC	Luminal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	12269.135	uM	18.9914	73.0639	-0.26666	-1	0.81539	0.24696	0.92304	1.053
51084-1	SUM185PE	TNBC	Luminal	10102-101-3	Taxol			TUBB	TUBB	10146.002	uM	Inf	Inf	0.31844	0.31844	0	0.34328	0.49073	0.9649
51084-1	SUM185PE	TNBC	Luminal	10102-101-3	Taxol			TUBB	TUBB	7921.002	uM	0.021214	0.023498	-0.17685	-0.11603	2.041	0.63753	0.99368	0.7161
51084-1	SUM185PE	TNBC	Luminal	10277-101-1	Temsirolimus			MTOR	MTOR	12269.144	uM	Inf	Inf	-0.97062	-0.97062	0	0.90644	0.5515	1.0241
51084-1	SUM185PE	TNBC	Luminal	10278-999-1	Topotecan			TOP1	TOP	10146.121	uM	0.056589	0.21442	-0.51163	-0.61103	0.59936	0.78999	0.86216	1.0246
51084-1	SUM185PE	TNBC	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	12269.16	uM	Inf	Inf	-0.98274	-0.98274	0	0.73289	0.42186	0.6567
51084-1	SUM185PE	TNBC	Luminal	10142-999-2	Trametinib			MEK	MAPK	7921.036	uM	12.0907	0.66507	0.4059	0.37506	0.47815	0.16136	0.84831	0.6985
51084-1	SUM185PE	TNBC	Luminal			80076-1	Trastuzumab	HER2	ErbB	10146.124	uM	Inf	Inf	0.87092	0.87092	0	-0.038809	0.29803	0.9296
51084-1	SUM185PE	TNBC	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	7532.065	uM	15.7738	28.9535	-0.99782	-1	1.8089	0.81254	0.99943	0.6453
51084-1	SUM185PE	TNBC	Luminal	10280-101-1	Triciribine			AKT	AKT	7532.074	uM	0.12234	0.3845	-0.43829	-0.49307	0.59921	0.52435	0.97795	0.7728
51084-1	SUM185PE	TNBC	Luminal	10346-110-1	Valproic acid			HDAC	HDAC	12269.143	uM	831.7864	1000	-0.97277	-0.75577	5	0.32195	0.95287	0.3088
51084-1	SUM185PE	TNBC	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7921.042	uM	0.0092606	0.011321	-0.98549	-0.49744	3.4382	0.93963	0.89302	0.6355
51084-1	SUM185PE	TNBC	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	7532.065	uM	38.2949	119.599	-0.99626	-1	0.96469	0.79925	0.99661	0.6453
51084-1	SUM185PE	TNBC	Luminal	10283-101-1	XRP44X			ELK3	MAPK	12269.157	uM	0.018701	0.016253	0.14183	0.25205	4.9999	0.49149	0.64644	0.5397
51084-1	SUM185PE	TNBC	Luminal	10096-101-2	ZM-447439			AURK	AURK	12269.16	uM	29.6899	62.0154	-0.35939	-1	1.4915	0.18977	0.90499	0.6567
51121-1	SUM190PT	HER2amp	Luminal	10345-111-3	Torkinib					15358.211	uM	0.12352	0.43018	-0.64136	-0.66181	0.67567	0.60686	0.99267	1.3504
51121-1	SUM190PT	HER2amp	Luminal	10516-999-1	Ribavirin					15358.211	uM	Inf	Inf	1.0036	1.0036	0	-0.0073085	-0.03266	1.3504
51085-1	SUM225CWN	HER2amp	Basal A	10237-101-1	5-DFUR			TYMS	TYMS	10579.143	uM	368.27	1000	-0.37202	-0.69959	0.87606	0.27903	0.95385	0.7678
51085-1	SUM225CWN	HER2amp	Basal A	10237-101-1	5-DFUR			TYMS	TYMS	12098.143	uM	184.0254	1000	-0.32837	-0.82091	0.57392	0.31342	0.98901	0.982
51085-1	SUM225CWN	HER2amp	Basal A	10239-101-1	AG1024			IGF1R	RTK	7533.066	uM	6.9775	6.825	0.052655	0.052302	5	0.11909	0.9671	0.8676
51085-1	SUM225CWN	HER2amp	Basal A	10239-101-1	AG1024			IGF1R	RTK	7534.066	uM	7.9791	4.7039	0.30508	0.24581	1.2803	0.12649	0.98471	1.0191
51085-1	SUM225CWN	HER2amp	Basal A	10240-101-1	AS-252424			PI3K	PI3K	10579.141	uM	0.94552	29.3135	-0.085057	-1	0.31992	0.40838	0.83615	0.8894
51085-1	SUM225CWN	HER2amp	Basal A	10240-101-1	AS-252424			PI3K	PI3K	12098.158	uM	9.9205	169.7051	0.13084	-1	0.38691	0.20872	0.92331	1.1438
51085-1	SUM225CWN	HER2amp	Basal A	10133-101-2	Afatinib			EGFR/HER2	ErbB	12098.158	uM	0.011274	0.11444	-0.98065	-0.90956	0.44721	0.91661	0.94378	1.1438
51085-1	SUM225CWN	HER2amp	Basal A	10232-101-2	Dactolisib			PI3K	PI3K	12098.155	uM	Inf	Inf	0.58846	0.58846	0	0.38803	0.4982	1.0503
51085-1	SUM225CWN	HER2amp	Basal A	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10579.072	uM	38.1741	40.3809	-0.16127	-0.16223	4.9999	0.1497	0.95017	0.9654
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	14803.203	uM	0.0052209	0.0094004	-0.43486	-0.34831	0.89891	0.90274	0.96472	1.429
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	14803.203	uM	0.0052209	0.0094004	-0.43486	-0.34831	0.89891	0.90274	0.96472	1.429
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	15335.203	uM	0.01161	0.031433	-0.95774	-0.935	1.0585	1.1505	0.99953	0.817
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	15335.203	uM	0.01161	0.031433	-0.95774	-0.935	1.0585	1.1505	0.99953	0.817
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	7533.074	uM	0.066572	0.12544	-0.67696	-0.61548	1.2665	0.87714	0.99316	1.0648
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	7533.074	uM	0.066572	0.12544	-0.67696	-0.61548	1.2665	0.87714	0.99316	1.0648
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	7534.074	uM	0.035796	0.076867	-0.7017	-0.6263	1.0626	0.94681	0.98613	1.1026
51085-1	SUM225CWN	HER2amp	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	7534.074	uM	0.035796	0.076867	-0.7017	-0.6263	1.0626	0.94681	0.98613	1.1026
51085-1	SUM225CWN	HER2amp	Basal A	10189-101-2	Bosutinib			Src	nRTK	10579.145	uM	0.91723	7.7436	-0.064903	-0.56587	0.35483	0.44111	0.89425	1.0664
51085-1	SUM225CWN	HER2amp	Basal A	10189-101-2	Bosutinib			Src	nRTK	12098.145	uM	1.5505	3.3438	-0.44228	-0.56152	0.97958	0.47077	0.95061	0.9769
51085-1	SUM225CWN	HER2amp	Basal A	10503-101-1	Celecoxib			COX2	COX	10579.136	uM	Inf	Inf	1.05	1.05	0	-0.05	-Inf	0.6876
51085-1	SUM225CWN	HER2amp	Basal A	10504-111-1	Chk2 inhibitor II			CHK2	CHK	10579.14	uM	Inf	Inf	0.6784	0.6784	0	0.074253	0.285	0.9303
51085-1	SUM225CWN	HER2amp	Basal A	10097-102-3	Erlotinib			EGFR	ErbB	7533.091	uM	22.5782	54.9049	-0.12278	-1	1.2363	0.10597	0.97977	0.7547
51085-1	SUM225CWN	HER2amp	Basal A	10097-102-3	Erlotinib			EGFR	ErbB	7534.091	uM	6.9775	9.7272	-0.097295	-0.22176	1.1049	0.17733	0.98899	0.9898
51085-1	SUM225CWN	HER2amp	Basal A	10250-101-1	Etoposide			TOP2	TOP	7533.074	uM	10.9247	11.1181	-0.049885	-0.04527	4.9373	0.26314	0.99505	1.0648
51085-1	SUM225CWN	HER2amp	Basal A	10250-101-1	Etoposide			TOP2	TOP	7534.074	uM	10.4056	10.119	0.0075701	0.041678	3.1158	0.2624	0.99171	1.1026
51085-1	SUM225CWN	HER2amp	Basal A	10235-101-2	Everolimus			MTOR	MTOR	12098.164	uM	0.036389	1.7587	-0.9574	-1	0.28329	0.67989	0.80876	1.2878
51085-1	SUM225CWN	HER2amp	Basal A	10110-101-1	FR180204			ERK1/2	MAPK	10579.137	uM	Inf	7.7068	0.58261	0.58232	4.9879	0.035201	0.88877	0.9202
51085-1	SUM225CWN	HER2amp	Basal A	10110-101-1	FR180204			ERK1/2	MAPK	12098.161	uM	Inf	Inf	0.4834	0.4834	0	0.17029	0.28959	1.4196
51085-1	SUM225CWN	HER2amp	Basal A	10508-101-1	FTase Inhibitor I			Ftase	MAPK	10579.142	uM	49.8759	78.4269	0.66935	-0.45529	1.4303	0.030029	0.78685	1.0435
51085-1	SUM225CWN	HER2amp	Basal A	10508-101-1	FTase Inhibitor I			Ftase	MAPK	12098.154	uM	31.6475	Inf	0.47617	-1	0.61426	0.093257	0.84538	0.9724
51085-1	SUM225CWN	HER2amp	Basal A	10251-112-1	Fascaplysin			CDK4	CDK	7533.084	uM	0.094043	0.14063	-0.99145	-0.97874	2.6949	0.8471	0.99808	1.0396
51085-1	SUM225CWN	HER2amp	Basal A	10251-112-1	Fascaplysin			CDK4	CDK	7534.084	uM	0.030115	0.082084	-0.99967	-1	1.0956	0.92828	0.99501	0.8905
51085-1	SUM225CWN	HER2amp	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	7533.091	uM	87.7878	109.3476	-0.45346	-0.99915	5	0.061294	0.99247	0.7547
51085-1	SUM225CWN	HER2amp	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	7533.098	uM	13.043	16.2253	-0.94729	-0.94927	4.8746	0.15388	0.9961	0.8545
51085-1	SUM225CWN	HER2amp	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	7534.071	uM	10.1732	12.4578	-0.87463	-0.87686	5	0.37692	0.99345	1.0807
51085-1	SUM225CWN	HER2amp	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	7534.091	uM	2.8246	3.6306	-0.99269	-0.7099	3.5202	0.46559	0.96904	0.9898
51085-1	SUM225CWN	HER2amp	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	7534.098	uM	3.1325	4.5514	-0.91474	-0.91299	2.7807	0.37058	0.99805	0.9286
51085-1	SUM225CWN	HER2amp	Basal A	10146-101-2	Omipalisib			PI3K	PI3K	10579.087	uM	0.0016864	0.0076801	-0.88232	-0.66989	0.5607	1.0541	0.96371	0.9622
51085-1	SUM225CWN	HER2amp	Basal A	10014-101-3	GW843682X			PLK	PLK	10579.139	uM	Inf	Inf	0.81014	0.81014	0	0.089627	0.0080911	1.126
51085-1	SUM225CWN	HER2amp	Basal A	10253-102-1	Glycyl-H-1152			ROCK2		10579.138	uM	Inf	Inf	0.92236	0.92236	0	0.009933	0.18398	0.986
51085-1	SUM225CWN	HER2amp	Basal A	10253-102-1	Glycyl-H-1152			ROCK2		12098.16	uM	Inf	21.0872	0.81088	0.81016	4.8078	-0.0026199	0.72443	0.9575
51085-1	SUM225CWN	HER2amp	Basal A	10259-101-1	ICRF-193			TOP2	TOP	10579.139	uM	Inf	Inf	0.69715	0.69715	0	0.11003	-0.01636	1.126
51085-1	SUM225CWN	HER2amp	Basal A	10259-101-1	ICRF-193			TOP2	TOP	12098.157	uM	Inf	Inf	0.78552	0.78552	0	0.04599	0.30658	1.3067
51085-1	SUM225CWN	HER2amp	Basal A	10228-102-2	IKK16			IKK	NFKB	10579.1	uM	2.9143	3.9929	-0.98506	-0.99249	3.4729	0.46261	0.99047	0.9677
51085-1	SUM225CWN	HER2amp	Basal A	10258-110-1	Ibandronate			FDPS		10579.143	uM	505.4204	634.2989	0.34427	-0.064777	0.53636	0.13884	0.95617	0.7678
51085-1	SUM225CWN	HER2amp	Basal A	10258-110-1	Ibandronate			FDPS		12098.143	uM	412.992	357.4214	0.28668	0.043605	0.63143	0.118	0.89383	0.982
51085-1	SUM225CWN	HER2amp	Basal A	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	7533.091	uM	15.3237	23.7266	-0.99849	-1	2.5128	0.5053	0.99616	0.7547
51085-1	SUM225CWN	HER2amp	Basal A	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	7534.091	uM	10.5798	18.5516	-0.99926	-1	1.9562	0.5265	0.99809	0.9898
51085-1	SUM225CWN	HER2amp	Basal A	10260-999-1	Ispinesib			KSP	Kinesin	7533.067	uM	0.11585	1.1546	-0.99457	-1	0.47781	0.54541	0.89733	1.0554
51085-1	SUM225CWN	HER2amp	Basal A	10260-999-1	Ispinesib			KSP	Kinesin	7534.067	uM	0.11494	0.99902	-0.99822	-1	0.50806	0.59243	0.92378	1.1276
51085-1	SUM225CWN	HER2amp	Basal A	10261-101-1	Ixabepilone			TUBB	TUBB	7533.095	uM	0.03209	0.58907	-0.98538	-1	0.37753	0.68536	0.89285	0.985
51085-1	SUM225CWN	HER2amp	Basal A	10261-101-1	Ixabepilone			TUBB	TUBB	7534.095	uM	0.0026073	0.12623	-0.99986	-1	0.28316	0.93981	0.74083	0.8052
51085-1	SUM225CWN	HER2amp	Basal A	10208-101-2	JNK-IN-5A			JNK	JNK	10579.144	uM	2.0358	1.6881	0.30978	0.30397	5	0.22071	0.97207	0.9576
51085-1	SUM225CWN	HER2amp	Basal A	10208-101-2	JNK-IN-5A			JNK	JNK	12098.144	uM	Inf	Inf	0.81831	0.81831	0	0.1139	0.50031	1.1959
51085-1	SUM225CWN	HER2amp	Basal A	10262-101-1	L-779450			BRAF	MAPK	10579.137	uM	6.8369	7.3906	-0.23733	-0.238	4.9998	0.12779	0.98407	0.9202
51085-1	SUM225CWN	HER2amp	Basal A	10262-101-1	L-779450			BRAF	MAPK	12098.161	uM	7.8936	24.6302	-0.34648	-1	0.96546	0.16053	0.98317	1.4196
51085-1	SUM225CWN	HER2amp	Basal A	10263-101-1	LBH589			HDAC	HDAC	12098.154	uM	0.11096	0.24122	-0.92869	-0.97692	1.3948	0.7432	0.99354	0.9724
51085-1	SUM225CWN	HER2amp	Basal A	10051-999-3	Lapatinib			EGFR/HER2	ErbB	7533.098	uM	0.68808	0.72289	-0.15084	-0.13989	4.9987	0.23592	0.99294	0.8545
51085-1	SUM225CWN	HER2amp	Basal A	10051-999-3	Lapatinib			EGFR/HER2	ErbB	7534.098	uM	0.62293	0.82639	-0.32401	-0.32167	1.7576	0.29062	0.99556	0.9286
51085-1	SUM225CWN	HER2amp	Basal A	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	10579.142	uM	0.85957	2.0709	-0.91755	-0.91543	1.1835	0.55433	0.99761	1.0435
51085-1	SUM225CWN	HER2amp	Basal A	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	12098.154	uM	1.1801	2.0815	-0.75141	-0.8076	1.6941	0.41161	0.98136	0.9724
51085-1	SUM225CWN	HER2amp	Basal A	10107-101-2	MG-132			Proteasome	Proteasome	10579.145	uM	0.10501	0.22014	-0.57437	-0.5606	1.0159	0.67677	0.97285	1.0664
51085-1	SUM225CWN	HER2amp	Basal A	10107-101-2	MG-132			Proteasome	Proteasome	10579.145	uM	0.10501	0.22014	-0.57437	-0.5606	1.0159	0.67677	0.97285	1.0664
51085-1	SUM225CWN	HER2amp	Basal A	10107-101-2	MG-132			Proteasome	Proteasome	12098.145	uM	0.068069	0.12086	-0.69438	-0.62717	1.4159	0.78368	0.98693	0.9769
51085-1	SUM225CWN	HER2amp	Basal A	10107-101-2	MG-132			Proteasome	Proteasome	12098.145	uM	0.068069	0.12086	-0.69438	-0.62717	1.4159	0.78368	0.98693	0.9769
51085-1	SUM225CWN	HER2amp	Basal A	10265-101-1	Pevonedistat			NAE1	NAE1	10579.135	uM	4.4894	10.8706	-0.49067	-0.72136	1.0099	0.30048	0.92996	0.7853
51085-1	SUM225CWN	HER2amp	Basal A	10265-101-1	Pevonedistat			NAE1	NAE1	12098.135	uM	4.478	9.0655	-0.28877	-0.48561	0.96221	0.24972	0.98579	1.2823
51085-1	SUM225CWN	HER2amp	Basal A	10264-101-1	Methotrexate			DHFR	Metabolism	7533.084	uM	Inf	Inf	0.92944	0.92944	0	-0.022366	0.23302	1.0396
51085-1	SUM225CWN	HER2amp	Basal A	10264-101-1	Methotrexate			DHFR	Metabolism	7534.084	uM	Inf	Inf	0.95574	0.95574	0	0.011366	0.013006	0.8905
51085-1	SUM225CWN	HER2amp	Basal A	10266-101-1	NSC 663284			CDC25	CDC	10579.14	uM	2.2422	3.7872	-0.99266	-0.99989	2.0957	0.58319	0.99894	0.9303
51085-1	SUM225CWN	HER2amp	Basal A	10266-101-1	NSC 663284			CDC25	CDC	12098.159	uM	2.2432	4.1136	-0.98473	-1	1.8117	0.58311	0.99492	1.0261
51085-1	SUM225CWN	HER2amp	Basal A	10267-101-1	NU6102			CDK1/2	CDK	12098.147	uM	43.8771	54.6361	-0.45906	-0.99682	4.9999	0.22683	0.85417	1.1904
51085-1	SUM225CWN	HER2amp	Basal A	10099-101-2	Nilotinib			ABL	nRTK	10579.145	uM	Inf	Inf	0.73821	0.73821	0	0.12185	0.27659	1.0664
51085-1	SUM225CWN	HER2amp	Basal A	10099-101-2	Nilotinib			ABL	nRTK	12098.145	uM	Inf	Inf	0.9374	0.9374	0	0.025893	0.36171	0.9769
51085-1	SUM225CWN	HER2amp	Basal A	10268-101-1	Nutlin 3a			MDM2	MDM2	7533.066	uM	15.8336	22.2775	-0.9482	-1	3.2175	0.19614	0.98914	0.8676
51085-1	SUM225CWN	HER2amp	Basal A	10268-101-1	Nutlin 3a			MDM2	MDM2	7534.066	uM	20.635	33.1277	-0.67249	-0.99998	2.3208	0.16034	0.99153	1.0191
51085-1	SUM225CWN	HER2amp	Basal A	10344-101-1	Olomoucine II			CDK1	CDK	12098.147	uM	5.2727	5.6277	-0.19803	-0.19256	5	0.32367	0.96185	1.1904
51085-1	SUM225CWN	HER2amp	Basal A	10270-101-1	Oxamflatin			HDAC	HDAC	12098.147	uM	0.85121	2.7311	-0.91914	-1	0.94236	0.56304	0.96474	1.1904
51085-1	SUM225CWN	HER2amp	Basal A	10271-101-2	PD 98059			MEK	MAPK	10579.136	uM	24.9199	24.7436	0.018347	0.017434	4.9999	0.076992	0.98269	0.6876
51085-1	SUM225CWN	HER2amp	Basal A	10271-101-2	PD 98059			MEK	MAPK	12098.159	uM	10.1752	7.8093	0.32897	0.36685	5	0.1714	0.87273	1.0261
51085-1	SUM225CWN	HER2amp	Basal A	10026-101-3	PD173074			FGFR1/3	RTK	10579.1	uM	13.5694	23.0841	-0.80669	-1	2.0677	0.20384	0.97912	0.9677
51085-1	SUM225CWN	HER2amp	Basal A	10048-101-7	PD184352			MEK	MAPK	12098.155	uM	Inf	Inf	0.73999	0.73999	0	0.12947	0.33733	1.0503
51085-1	SUM225CWN	HER2amp	Basal A	10048-101-7	PD184352			MEK	MAPK	12098.155	uM	Inf	Inf	0.73999	0.73999	0	0.12947	0.33733	1.0503
51085-1	SUM225CWN	HER2amp	Basal A	10345-111-3	Torkinib					15403.211	uM	0.023037	0.20245	-0.65138	-0.80075	0.43991	0.79106	0.9881	0.7553
51085-1	SUM225CWN	HER2amp	Basal A	10514-102-1	PS-1145			IKK	NFKB	7533.065	uM	Inf	Inf	0.64546	0.64546	0	0.096472	0.46643	1.0679
51085-1	SUM225CWN	HER2amp	Basal A	10514-102-1	PS-1145			IKK	NFKB	7534.065	uM	Inf	Inf	0.87258	0.87258	0	-0.03006	0.39165	0.9529
51085-1	SUM225CWN	HER2amp	Basal A	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	7533.095	uM	Inf	Inf	0.76579	0.76579	0	0.060004	0.075612	0.985
51085-1	SUM225CWN	HER2amp	Basal A	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	7534.095	uM	Inf	Inf	0.85152	0.85152	0	0.0059608	0.2793	0.8052
51085-1	SUM225CWN	HER2amp	Basal A	10273-101-1	Purvalanol A			CDK1	CDK	7533.067	uM	87.4643	215.8573	0.35186	-0.38813	0.63595	0.078949	0.89372	1.0554
51085-1	SUM225CWN	HER2amp	Basal A	10273-101-1	Purvalanol A			CDK1	CDK	7534.067	uM	21.7261	22.142	0.04197	-0.0133	1.3846	0.16282	0.98243	1.1276
51085-1	SUM225CWN	HER2amp	Basal A	10052-101-3	Sirolimus			MTOR	MTOR	7533.069	uM	0.0040368	0.0016587	0.29337	0.31322	1.1071	0.52477	0.99429	1.1713
51085-1	SUM225CWN	HER2amp	Basal A	10052-101-3	Sirolimus			MTOR	MTOR	7534.069	uM	0.018577	1.3691	-0.81191	-1	0.25549	0.65452	0.79622	0.8641
51085-1	SUM225CWN	HER2amp	Basal A	10516-999-1	Ribavirin					15403.211	uM	Inf	Inf	0.47992	0.47992	0	0.24727	0.39497	0.7553
51085-1	SUM225CWN	HER2amp	Basal A	10517-102-1	Ro 32-0432			PKC	PKC	10579.142	uM	Inf	Inf	1.05	1.05	0	-0.016787	-0.29424	1.0435
51085-1	SUM225CWN	HER2amp	Basal A	10274-101-1	SB-3CT			MMP2/9	MMP	10579.144	uM	Inf	Inf	0.85974	0.85974	0	-0.011755	0.30523	0.9576
51085-1	SUM225CWN	HER2amp	Basal A	10274-101-1	SB-3CT			MMP2/9	MMP	12098.144	uM	Inf	19.9725	0.71207	0.71196	5	0.021493	0.81054	1.1959
51085-1	SUM225CWN	HER2amp	Basal A	10056-101-2	Selumetinib			MEK	MAPK	12098.155	uM	Inf	0.0078811	0.86387	0.86867	4.9796	0.083164	0.63812	1.0503
51085-1	SUM225CWN	HER2amp	Basal A	10035-109-2	Sigma A6730			AKT	AKT	10579.141	uM	0.44576	2.3811	-0.98584	-1	0.65567	0.66918	0.85012	0.8894
51085-1	SUM225CWN	HER2amp	Basal A	10035-109-2	Sigma A6730			AKT	AKT	12098.158	uM	0.94124	3.594	-0.97286	-1	0.81997	0.50303	0.97396	1.1438
51085-1	SUM225CWN	HER2amp	Basal A	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	7533.084	uM	62.513	235.2725	-0.18717	-0.65223	0.6299	0.24962	0.9859	1.0396
51085-1	SUM225CWN	HER2amp	Basal A	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	7534.084	uM	10.4395	104.8112	-0.84322	-1	0.4763	0.41535	0.81785	0.8905
51085-1	SUM225CWN	HER2amp	Basal A	10518-101-1	Sulindac sulfide			COX1/2	COX	10579.136	uM	Inf	Inf	1.05	1.05	0	-0.036985	-2.751	0.6876
51085-1	SUM225CWN	HER2amp	Basal A	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	7533.067	uM	7.4923	10.2385	-0.99783	-0.99897	3.5158	0.39888	0.9982	1.0554
51085-1	SUM225CWN	HER2amp	Basal A	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	7534.067	uM	5.0508	7.392	-0.99822	-1	2.8847	0.49266	0.99677	1.1276
51085-1	SUM225CWN	HER2amp	Basal A	10276-101-1	TCS 2312			CHK1	CHK	10579.14	uM	0.89562	1.6472	-0.62365	-0.63321	1.3428	0.37658	0.99734	0.9303
51085-1	SUM225CWN	HER2amp	Basal A	10276-101-1	TCS 2312			CHK1	CHK	12098.159	uM	0.68326	0.91431	-0.57328	-0.44558	2.1874	0.36975	0.98707	1.0261
51085-1	SUM225CWN	HER2amp	Basal A	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	10579.135	uM	27.9426	27.1022	0.071144	0.070805	5	0.099259	0.9788	0.7853
51085-1	SUM225CWN	HER2amp	Basal A	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	12098.135	uM	46.0212	26.0118	0.47129	0.47113	4.9981	0.075551	0.83636	1.2823
51085-1	SUM225CWN	HER2amp	Basal A	10136-101-2	TPCA-1			IKK	NFKB	10579.1	uM	55.6706	355.42	0.22116	-1	0.59261	0.16405	0.70247	0.9677
51085-1	SUM225CWN	HER2amp	Basal A	10277-101-1	Temsirolimus			MTOR	MTOR	10579.144	uM	Inf	Inf	-0.9866	-0.9866	0	0.88996	0.56689	0.9576
51085-1	SUM225CWN	HER2amp	Basal A	10277-101-1	Temsirolimus			MTOR	MTOR	12098.144	uM	0.053977	1.6077	-0.96167	-1	0.32369	0.76155	0.88553	1.1959
