,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid
1279,TE 159.T,NA,TE 159.T,NA,NA,NA,NA,NA,NA,TE_159.T,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA
1280,TE 617.T,NA,TE 617.T,NA,NA,NA,NA,NA,NA,TE_617.T,NA,NA,TE617T,NA,NA,NA,soft_tissue,NA,NA,NA,NA,NA,NA,soft_tissue,NA,NA,NA,NA,soft_tissue,soft_tissue,NA,NA,TE617T,soft_tissue
1281,TE-14,NA,TE-14,NA,NA,NA,NA,NA,NA,TE-14,NA,NA,TE14,NA,NA,NA,oesophagus,NA,NA,NA,NA,NA,NA,oesophagus,NA,NA,NA,oesophagus,oesophagus,oesophagus,NA,NA,TE14,oesophagus
1282,TE-4,NA,TE-4,NA,NA,NA,NA,NA,TE-4,TE-4,TE-4,NA,TE4,NA,TE-4,NA,oesophagus,NA,NA,NA,NA,NA,Esophagus,oesophagus,NA,NA,NA,oesophagus,oesophagus,oesophagus,NA,oesophagus,TE4,oesophagus
1283,TEN,NA,TEN,NA,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,endometrium,NA,NA,NA,NA,NA
1284,TF-1,NA,TF-1,NA,NA,NA,NA,NA,NA,TF-1,NA,NA,TF1,TF-1,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1285,TIG-3 TD,NA,TIG-3 TD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1286,TM-31,NA,TM-31,NA,NA,NA,NA,NA,NA,TM-31,NA,NA,TM31,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,TM31,central_nervous_system
1287,TO 175.T,NA,TO 175.T,TO175T,NA,NA,NA,NA,NA,TO_175.T,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1288,Toledo,NA,Toledo,TOLEDO,NA,NA,Toledo,NA,NA,Toledo,NA,NA,TOLEDO,Toledo,NA,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1289,TOV-112D,NA,TOV-112D,NA,NA,NA,TOV-112D,NA,TOV-112D,TOV-112D,TOV-112D,NA,TOV112D,TOV-112D,TOV-112D,NA,ovary,NA,NA,NA,Ovary,NA,Ovary,ovary,NA,NA,NA,ovary,ovary,ovary,Ovary,ovary,TOV112D,ovary
1290,TOV-21G,NA,TOV-21G,NA,NA,NA,NA,NA,TOV-21G,TOV-21G,TOV-21G,NA,TOV21G,TOV-21G,TOV-21G,NA,ovary,NA,NA,NA,NA,NA,Ovary,ovary,NA,NA,NA,ovary,ovary,ovary,Ovary,ovary,TOV21G,ovary
1291,TT2609-C02,NA,TT2609-C02,NA,NA,NA,NA,NA,TT2609-C02,TT2609-C02,TT2609-C02,NA,TT2609C02,NA,TT2609-C02,NA,thyroid,NA,NA,NA,NA,NA,Thyroid,thyroid,NA,NA,NA,thyroid,thyroid,thyroid,NA,thyroid,TT2609C02,thyroid
1292,TUHR10TKB,NA,TUHR10TKB,NA,NA,NA,NA,NA,NA,TUHR10TKB,NA,NA,TUHR10TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,kidney,kidney,NA,NA,TUHR10TKB,kidney
1293,TUHR14TKB,NA,TUHR14TKB,NA,NA,NA,NA,NA,NA,TUHR14TKB,NA,NA,TUHR14TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,kidney,kidney,NA,NA,NA,NA
1294,TUHR4TKB,NA,TUHR4TKB,NA,NA,NA,NA,NA,NA,TUHR4TKB,NA,NA,TUHR4TKB,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,kidney,kidney,NA,NA,NA,NA
1295,U-138 MG,NA,U-138 MG,U138MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,cns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA
1296,U-178,NA,U-178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA
1297,U-937,NA,U-937,NA,NA,NA,U-937,U937,NA,U-937,NA,NA,U937,U-937,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,NA,NA,NA
1298,U-BLC1,NA,U-BLC1,NA,NA,NA,NA,NA,NA,U-BLC1,NA,NA,UBLC1,NA,NA,NA,urinary_tract,NA,NA,NA,NA,NA,NA,urinary_tract,NA,NA,NA,urinary_tract,urinary_tract,urinary_tract,NA,NA,UBLC1,urinary_tract
1299,U343,NA,U343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA
1300,UM-UC-1,NA,UM-UC-1,NA,NA,NA,UM-UC-1,NA,NA,UM-UC-1,NA,NA,UMUC1,UM-UC-1,NA,NA,urinary_tract,NA,NA,NA,Urinary Bladder,NA,NA,urinary_tract,NA,NA,NA,urinary_tract,urinary_tract,urinary_tract,NA,NA,UMUC1,urinary_tract
1301,UMRC2,NA,UMRC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,kidney,NA,NA,NA,NA,NA
1302,UMRC6,NA,UMRC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,kidney,NA,NA,NA,NA,NA
1303,UOK101,NA,UOK101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kidney,kidney,NA,NA,NA,NA,NA
1304,UT-7,NA,UT-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1305,VCaP,NA,VCaP,NA,NA,NA,NA,NA,VCaP,VCaP,VCaP,NA,VCAP,NA,VCaP,NA,prostate,NA,NA,NA,NA,NA,Prostate,prostate,NA,NA,NA,prostate,prostate,prostate,NA,prostate,VCAP,prostate
1306,VMRC-LCD,NA,VMRC-LCD,NA,NA,NA,VMRC-LCD,VMRCLCD,VMRC-LCD,NA,VMRC-LCD,NA,VMRCLCD,VMRC-LCD,VMRC-LCD,NA,lung,NA,NA,NA,Lung,LUNG,Lung:NSCLC,NA,NA,NA,NA,lung,lung,lung,Lung,lung,VMRCLCD,lung
1307,VMRC-LCP,NA,VMRC-LCP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,NA,NA
1308,VMRC-RCW,NA,VMRC-RCW,NA,NA,NA,NA,VMRCRCW,NA,VMRC-RCW,VMRC-RCW,NA,VMRCRCW,VMRC-RCW,VMRC-RCW,NA,kidney,NA,NA,NA,NA,KIDNEY,NA,kidney,NA,NA,NA,kidney,kidney,kidney,Kidney,kidney,VMRCRCW,kidney
1309,WM-266-4,NA,WM-266-4,NA,NA,NA,WM-266-4,NA,WM-266-4,WM-266-4,NA,NA,WM2664,WM-266-4,NA,NA,skin,NA,NA,NA,Skin,NA,Skin,skin,NA,NA,NA,skin,skin,skin,Skin,skin,WM2664,skin
1310,WM-793,NA,WM-793,NA,NA,NA,NA,NA,WM793B,WM-793,NA,NA,WM793,NA,NA,NA,skin,NA,NA,NA,NA,NA,Skin,skin,NA,NA,NA,skin,skin,skin,NA,skin,WM793,skin
1311,WM-88,NA,WM-88,NA,NA,NA,NA,NA,NA,WM-88,NA,NA,WM88,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,skin,skin,NA,NA,WM88,skin
1312,WM-983B,NA,WM-983B,NA,NA,NA,NA,NA,NA,WM983B,NA,NA,WM983B,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,skin,skin,skin,NA,NA,WM983B,NA
1313,WM1799,NA,WM1799,NA,NA,NA,NA,NA,NA,WM1799,NA,NA,WM1799,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,skin,skin,NA,NA,WM1799,skin
1314,WSU-DLCL2,NA,WSU-DLCL2,NA,NA,NA,WSU-DLCL2,WSUDLCL2,WSU-DLCL2,WSU-DLCL2,WSU-DLCL2,NA,WSUDLCL2,WSU-DLCL2,WSU-DLCL2,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Lymph Node,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1315,YD-10B,NA,YD-10B,NA,NA,NA,NA,NA,NA,YD-10B,NA,NA,YD10B,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,YD10B,upper_aerodigestive_tract
1316,YD-15,NA,YD-15,NA,NA,NA,NA,NA,NA,YD-15,NA,NA,YD15,NA,NA,NA,salivary_gland,NA,NA,NA,NA,NA,NA,salivary_gland,NA,NA,NA,NA,salivary_gland,salivary_gland,NA,NA,YD15,salivary_gland
1317,YD-38,NA,YD-38,NA,NA,NA,NA,NA,NA,YD-38,NA,NA,YD38,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,YD38,upper_aerodigestive_tract
1318,YD-8,NA,YD-8,NA,NA,NA,NA,NA,NA,YD-8,NA,NA,YD8,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,YD8,upper_aerodigestive_tract
1319,YMB-1,NA,YMB-1,NA,NA,NA,YMB-1,NA,NA,NA,NA,NA,NA,YMB-1,NA,NA,breast,NA,NA,NA,Breast,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1320,ZR-75-1,NA,ZR-75-1,ZR751,NA,ZR751,ZR-75-1,NA,NA,ZR-75-1,NA,zr751,ZR751,ZR-75-1,NA,NA,breast,breast,NA,breast,Breast,NA,NA,breast,NA,ZR75-1,breast,breast,breast,breast,NA,NA,ZR751,breast
1321,1A2,NA,NA,1A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1322,A7,NA,NA,A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
1323,BC-2,NA,NA,BC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1324,BE(2)-C,NA,NA,BE2C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brain,NA,NA,NA,NA,NA
1325,BEWO,NA,NA,BEWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,placenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,placenta,NA,NA,NA,NA,NA
1326,BM1604,NA,NA,BM1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prostate,NA,NA,NA,NA,NA
1327,C-4 I,NA,NA,C4I,NA,NA,NA,NA,C-4-I,NA,C-4-I,NA,NA,NA,C-4-I,NA,NA,cervix_uteri,NA,NA,NA,NA,cervix,NA,NA,NA,NA,NA,cervix,NA,NA,cervix,NA,NA
1328,CAHPV10,NA,NA,CAHPV10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prostate,NA,NA,NA,NA,NA
1329,CEMC1,NA,NA,CEMC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1330,COLO 320DM,NA,NA,COLO320DM,NA,NA,COLO 320DM,NA,NA,NA,NA,NA,NA,COLO 320DM,NA,NA,NA,lung,NA,NA,Colon,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1331,HEC1B,NA,NA,HEC1B,NA,NA,NA,NA,NA,NA,NA,NA,HEC1B,NA,NA,NA,NA,uterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,endometrium,endometrium,endometrium,NA,NA,HEC1B,endometrium
1332,HeLa,NA,NA,HELA,NA,NA,HeLa,NA,HeLa,NA,HeLa,NA,HELA,HeLa,HeLa,NA,NA,cervix,NA,NA,Cervix,NA,Cervix,NA,NA,NA,NA,cervix,cervix,NA,NA,cervix,HELA,NA
1333,HN5,NA,NA,HN5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,head_and_neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA,NA
1334,HS-Sultan,NA,NA,HSSULTAN,NA,NA,HS-Sultan,NA,NA,NA,NA,NA,NA,HS-Sultan,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,Blood,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1335,KHOS-240S,NA,NA,KHOS240S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA,NA
1336,MCF10A,NA,NA,MCF10A,NA,MCF10A,MCF 10A,NA,NA,NA,NA,mcf10a,NA,MCF10A,NA,NA,NA,breast,NA,breast,Breast,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1337,MT3,NA,NA,MT3,NA,MT3,MT-3,NA,NA,NA,NA,NA,NA,MT3,NA,NA,NA,breast,NA,breast,Breast,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1338,MV522,NA,NA,MV522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1339,MX-1,NA,NA,MX1,NA,MX1,MX-1,NA,NA,NA,NA,mx1,NA,MX-1,NA,NA,NA,breast,NA,breast,Breast,NA,NA,NA,NA,MX1,breast,NA,breast,NA,NA,NA,NA,NA
1340,NC37,NA,NA,NC37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1341,NCIH2195,NA,NA,NCIH2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1342,PLB985,NA,PLB-985,PLB985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1343,RKO-E6,NA,NA,RKOE6,NA,NA,RKO-E6,NA,NA,NA,NA,NA,NA,RKO-E6,NA,NA,NA,colon,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,NA,NA
1344,RWPE1,NA,NA,RWPE1,NA,NA,NA,NA,RWPE-1,NA,NA,NA,NA,NA,NA,NA,NA,prostate,NA,NA,NA,NA,Prostate,NA,NA,NA,NA,NA,prostate,NA,NA,prostate,NA,NA
1345,SCC12,NA,NA,SCC12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,head_and_neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,head_and_neck,NA,NA,NA,NA,NA
1346,SCC13,NA,NA,SCC13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,head_and_neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,head_and_neck,NA,NA,NA,NA,NA
1347,SCLC3,NA,NA,SCLC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1348,SKO007,NA,NA,SKO007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1349,SNU-1,NA,NA,SNU1,NA,NA,SNU-1,NA,NA,NA,NA,NA,SNU1,SNU-1,NA,NA,NA,stomach,NA,NA,Stomach,NA,NA,NA,NA,NA,NA,stomach,stomach,stomach,NA,NA,NA,NA
1350,SNU-16,NA,NA,SNU16,NA,NA,SNU-16,NA,NA,NA,NA,NA,SNU16,SNU-16,NA,NA,NA,stomach,NA,NA,Stomach,NA,NA,NA,NA,NA,NA,stomach,stomach,stomach,NA,NA,NA,NA
1351,SNU-5,NA,NA,SNU5,NA,NA,SNU-5,NA,NA,NA,NA,NA,SNU5,SNU-5,NA,NA,NA,stomach,NA,NA,Stomach,NA,NA,NA,NA,NA,NA,stomach,stomach,stomach,NA,NA,NA,NA
1352,SU-DHL-16,NA,NA,SUDHL16,NA,NA,SU-DHL-16,NA,SU-DHL-16,NA,SU-DHL-16,NA,NA,SU-DHL-16,SU-DHL-16,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
1353,TANOUE,NA,NA,TANOUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
1354,TE381T,NA,NA,TE381T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarcoma,NA,NA,NA,NA,NA
1355,U20S,NA,NA,U20S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,bone,bone,NA,NA,NA,NA,NA
1356,WI38,NA,NA,WI38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA
1357,WIDR,NA,NA,WIDR,NA,NA,WiDr,NA,NA,NA,NA,NA,NA,WiDr,NA,NA,NA,colon,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,NA,NA
1358,Y79,NA,NA,Y79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eye,NA,NA,NA,NA,NA,NA,NA,NA,NA,eye,eye,NA,NA,NA,NA,NA
1359,YPAC,NA,NA,YPAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pancreas,NA,NA,NA,NA,NA
1360,ME:MDA_N,NA,NA,NA,ME:MDA_N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,skin,NA,NA,NA,NA,NA
1361,184A1,NA,NA,NA,NA,184A1,NA,NA,NA,NA,NA,184a1,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1362,184B5,NA,NA,NA,NA,184B5,NA,NA,NA,NA,NA,184b5,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1363,21NT,NA,NA,NA,NA,21NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1364,600MPE,NA,NA,NA,NA,600MPE,NA,NA,NA,NA,NA,600mpe,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,2-mpe600///MPE600,breast,breast,breast,NA,NA,NA,NA,NA
1365,HCC2185,NA,NA,NA,NA,HCC2185,NA,NA,NA,NA,NA,hcc2185,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,HCC2185,breast,breast,breast,NA,NA,NA,NA,NA
1366,HCC3153,NA,NA,NA,NA,HCC3153,NA,NA,NA,NA,NA,hcc3153,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,HCC3153,breast,breast,breast,NA,NA,NA,NA,NA
1367,LY2,NA,NA,NA,NA,LY2,NA,NA,NA,NA,NA,ly2,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,13-ly2///LY2,breast,breast,breast,NA,NA,NA,NA,NA
1368,MCF12A,NA,NA,NA,NA,MCF12A,NA,NA,NA,NA,NA,mcf12a,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1369,SUM 149PT,NA,NA,NA,NA,SUM149PT,SUM 149PT,NA,NA,NA,NA,sum149pt///sum149,NA,SUM 149PT,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,SUM149PT,breast,NA,breast,NA,NA,NA,NA,NA
1370,SUM 159PT,NA,NA,NA,NA,SUM159PT,SUM 159PT,NA,NA,NA,NA,sum159pt///sum159,NA,SUM 159PT,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,SUM159PT///SUM159 PT,breast,NA,breast,NA,NA,NA,NA,NA
1371,SUM185PE,NA,NA,NA,NA,SUM185PE,NA,NA,NA,NA,NA,sum185,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA,NA,NA
1372,SUM 229PE,NA,NA,NA,NA,SUM229PE,SUM 229PE,NA,NA,NA,NA,sum229,NA,SUM 229PE,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1373,SUM 52PE,NA,NA,NA,NA,SUM52PE,SUM 52PE,NA,NA,NA,NA,sum52,NA,SUM 52PE,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1374,T47D_KBluc,NA,NA,NA,NA,T47D_KBluc///T47DKBLUC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1375,ZR75B,NA,NA,NA,NA,ZR75B,NA,NA,NA,NA,NA,zr75b,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1376,21MT1,NA,NA,NA,NA,21MT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1377,MCF10F,NA,NA,NA,NA,MCF10F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA
1378,SUM 1315M02,NA,NA,NA,NA,SUM1315MO2,SUM 1315M02,NA,NA,NA,NA,sum1315,NA,SUM 1315M02,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA,NA,NA
1379,SUM225CWN,NA,NA,NA,NA,SUM225CWN,NA,NA,NA,NA,NA,sum225,NA,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA,NA,NA,NA,breast,breast,breast,NA,NA,NA,NA,NA
1380,HBL-100,NA,NA,NA,NA,HBL100,HBL-100,NA,NA,NA,NA,hbl100,NA,HBL-100,NA,NA,NA,NA,NA,breast,Breast,NA,NA,NA,NA,6-hbl100///HBL100///HBL-100,breast,breast,breast,NA,NA,NA,NA,NA
